"","CODIGO","Frutos","Productividad","IFW","date","Treatment","Island","Species"
"1",1720,1,0.103,0.103,2018-09-02,"Control","Santa Cruz","Solanum lycopersicum"
"2",3100,1,0.132,0.132,2017-10-13,"Control","Santa Cruz","Capsicum annuum"
"3",4667,2,0.27,0.135,2016-10-11,"Groasis","Floreana","Solanum lycopersicum"
"4",4995,46,5.854,0.127260869565217,2016-11-08,"Groasis","Santa Cruz","Solanum lycopersicum"
"5",4996,54,6.429,0.119055555555556,2016-11-08,"Groasis","Santa Cruz","Solanum lycopersicum"
"6",4997,42,4.785,0.113928571428571,2016-10-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"7",4998,54,5.903,0.109314814814815,2016-11-08,"Groasis","Santa Cruz","Solanum lycopersicum"
"8",4999,41,4.292,0.104682926829268,2016-11-08,"Groasis","Santa Cruz","Solanum lycopersicum"
"9",5000,47,4.973,0.105808510638298,2016-11-08,"Groasis","Santa Cruz","Solanum lycopersicum"
"10",5001,35,3.452,0.0986285714285714,2016-09-16,"Groasis","Santa Cruz","Solanum lycopersicum"
"11",5002,33,3.602,0.109151515151515,2016-11-08,"Groasis","Santa Cruz","Solanum lycopersicum"
"12",5003,36,3.348,0.093,2016-11-08,"Groasis","Santa Cruz","Solanum lycopersicum"
"13",5004,42,4.531,0.107880952380952,2016-10-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"14",5005,45,5.409,0.1202,2016-11-08,"Groasis","Santa Cruz","Solanum lycopersicum"
"15",5006,62,6.851,0.1105,2016-10-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"16",5007,22,2.56,0.116363636363636,2016-08-25,"Groasis","Santa Cruz","Solanum lycopersicum"
"17",5008,33,4.003,0.12130303030303,2016-10-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"18",5009,53,6.186,0.116716981132075,2016-11-08,"Groasis","Santa Cruz","Solanum lycopersicum"
"19",5010,57,7.119,0.124894736842105,2016-11-08,"Groasis","Santa Cruz","Solanum lycopersicum"
"20",5011,58,8.48,0.146206896551724,2016-10-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"21",5012,35,3.63,0.103714285714286,2016-10-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"22",5013,49,6.278,0.128122448979592,2016-10-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"23",5014,10,0.941,0.0941,2016-10-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"24",5015,61,2.636,0.0432131147540984,2016-10-17,"Control","Santa Cruz","Solanum lycopersicum"
"25",5016,58,2.536,0.0437241379310345,2016-10-17,"Control","Santa Cruz","Solanum lycopersicum"
"26",5017,69,2.956,0.0428405797101449,2016-11-08,"Control","Santa Cruz","Solanum lycopersicum"
"27",5018,63,2.721,0.0431904761904762,2016-10-17,"Control","Santa Cruz","Solanum lycopersicum"
"28",5019,57,2.473,0.0433859649122807,2016-11-08,"Control","Santa Cruz","Solanum lycopersicum"
"29",5020,32,3.862,0.1206875,2017-01-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"30",5021,36,3.818,0.106055555555556,2017-01-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"31",5022,45,5.201,0.115577777777778,2017-01-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"32",5023,16,1.788,0.11175,2016-10-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"33",5024,49,5.521,0.112673469387755,2017-01-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"34",5025,32,4.084,0.127625,2017-01-17,"Groasis","Santa Cruz","Solanum lycopersicum"
"35",5026,26,2.879,0.110730769230769,2016-11-08,"Groasis","Santa Cruz","Capsicum annuum"
"36",5027,18,2.027,0.112611111111111,2016-11-08,"Groasis","Santa Cruz","Capsicum annuum"
"37",5028,7,0.748,0.106857142857143,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"38",5029,16,1.796,0.11225,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"39",5030,16,1.44,0.09,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"40",5031,10,1.017,0.1017,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"41",5032,8,0.8,0.1,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"42",5033,7,0.751,0.107285714285714,2016-09-09,"Groasis","Santa Cruz","Capsicum annuum"
"43",5034,7,0.252,0.036,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"44",5035,10,0.831,0.0831,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"45",5036,4,0.46,0.115,2016-08-25,"Groasis","Santa Cruz","Capsicum annuum"
"46",5037,9,0.803,0.0892222222222222,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"47",5038,4,0.333,0.08325,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"48",5039,4,0.417,0.10425,2016-09-16,"Groasis","Santa Cruz","Capsicum annuum"
"49",5040,9,1.379,0.153222222222222,2016-10-17,"Groasis","Santa Cruz","Capsicum annuum"
"50",5041,2,0.082,0.041,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"51",5042,4,0.508,0.127,2016-11-08,"Groasis","Santa Cruz","Capsicum annuum"
"52",5043,10,1.135,0.1135,2016-09-20,"Groasis","Santa Cruz","Capsicum annuum"
"53",5044,13,1.391,0.107,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"54",5045,18,1.507,0.0837222222222222,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"55",5046,14,0.939,0.0670714285714286,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"56",5047,32,2.726,0.0851875,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"57",5048,30,2.377,0.0792333333333333,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"58",5049,17,1.504,0.0884705882352941,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"59",5050,16,1.003,0.0626875,2017-01-17,"Control","Santa Cruz","Capsicum annuum"
"60",5050,16,1.003,0.0626875,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"61",5051,20,1.323,0.06615,2017-01-17,"Control","Santa Cruz","Capsicum annuum"
"62",5051,20,1.323,0.06615,2017-01-17,"Groasis","Santa Cruz","Capsicum annuum"
"63",5053,27,1.704,0.0631111111111111,2016-09-22,"Control","Santa Cruz","Solanum lycopersicum"
"64",5055,30,1.742,0.0580666666666667,2016-11-08,"Control","Santa Cruz","Capsicum annuum"
"65",5198,2,0.089,0.0445,2016-09-20,"Control","Santa Cruz","Solanum lycopersicum"
"66",5200,1,0.042,0.042,2016-09-20,"Control","Santa Cruz","Solanum lycopersicum"
"67",5201,2,0.083,0.0415,2016-09-20,"Control","Santa Cruz","Solanum lycopersicum"
"68",5202,3,0.128,0.0426666666666667,2016-09-20,"Control","Santa Cruz","Solanum lycopersicum"
"69",5203,4,0.899,0.22475,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"70",5204,5,0.922,0.1844,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"71",5205,10,1.765,0.1765,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"72",5206,7,1.504,0.214857142857143,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"73",5207,6,1.101,0.1835,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"74",5208,10,1.92,0.192,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"75",5209,14,2.324,0.166,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"76",5210,10,1.969,0.1969,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"77",5211,10,1.968,0.1968,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"78",5212,8,1.488,0.186,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"79",5213,10,1.642,0.1642,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"80",5214,5,0.606,0.1212,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"81",5215,12,2.219,0.184916666666667,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"82",5216,9,1.503,0.167,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"83",5217,9,1.107,0.123,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"84",5218,14,2.259,0.161357142857143,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"85",5219,7,1.172,0.167428571428571,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"86",5220,9,1.314,0.146,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"87",5221,7,1.019,0.145571428571429,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"88",5222,5,0.89,0.178,2016-09-20,"Groasis","Santa Cruz","Solanum lycopersicum"
"89",5373,3,0.318,0.106,2016-04-12,"Groasis","Floreana","Solanum lycopersicum"
"90",5374,9,0.919,0.102111111111111,2016-10-11,"Groasis","Floreana","Solanum lycopersicum"
"91",5375,2,0.188,0.094,2016-04-12,"Groasis","Floreana","Solanum lycopersicum"
"92",5377,2,0.19,0.095,2016-10-11,"Groasis","Floreana","Solanum lycopersicum"
"93",5378,9,0.88,0.0977777777777778,2016-10-11,"Groasis","Floreana","Solanum lycopersicum"
"94",5379,4,0.436,0.109,2016-10-11,"Groasis","Floreana","Solanum lycopersicum"
"95",5383,10,1.141,0.1141,2016-10-11,"Groasis","Floreana","Solanum lycopersicum"
"96",5387,3,0.301,0.100333333333333,2016-10-11,"Groasis","Floreana","Solanum lycopersicum"
"97",5389,4,0.434,0.1085,2016-04-12,"Groasis","Floreana","Solanum lycopersicum"
"98",5390,3,0.323,0.107666666666667,2016-10-11,"Groasis","Floreana","Solanum lycopersicum"
"99",5391,1,0.043,0.043,2016-10-11,"Groasis","Floreana","Solanum lycopersicum"
"100",5392,2,0.149,0.0745,2016-10-11,"Groasis","Floreana","Solanum lycopersicum"
"101",5393,7,0.301,0.043,2016-10-11,"Control","Floreana","Solanum lycopersicum"
"102",5397,8,0.358,0.04475,2016-10-11,"Control","Floreana","Solanum lycopersicum"
"103",5398,1,0.198,0.198,2016-10-11,"Groasis","Floreana","Cucumis sativus"
"104",5399,3,0.49,0.163333333333333,2016-10-11,"Groasis","Floreana","Cucumis sativus"
"105",5402,2,0.427,0.2135,2016-10-11,"Groasis","Floreana","Cucumis sativus"
"106",5404,1,0.229,0.229,2016-10-11,"Groasis","Floreana","Cucumis sativus"
"107",5408,1,0.152,0.152,2016-10-11,"Groasis","Floreana","Cucumis sativus"
"108",5410,1,0.142,0.142,2016-10-11,"Groasis","Floreana","Cucumis sativus"
"109",5411,1,0.13,0.13,2016-10-11,"Groasis","Floreana","Cucumis sativus"
"110",5412,1,0.252,0.252,2016-10-11,"Groasis","Floreana","Cucumis sativus"
"111",5415,1,0.123,0.123,2016-10-11,"Groasis","Floreana","Cucumis sativus"
"112",5417,2,0.146,0.073,2016-10-11,"Control","Floreana","Cucumis sativus"
"113",5418,4,0.221,0.05525,2016-10-11,"Control","Floreana","Cucumis sativus"
"114",5419,2,0.101,0.0505,2016-10-11,"Control","Floreana","Cucumis sativus"
"115",5420,6,0.282,0.047,2016-10-11,"Control","Floreana","Cucumis sativus"
"116",5421,3,0.106,0.0353333333333333,2016-10-11,"Control","Floreana","Cucumis sativus"
"117",5422,2,0.105,0.0525,2016-10-11,"Control","Floreana","Cucumis sativus"
"118",6016,4,0.403,0.10075,2017-07-21,"Groasis","Santa Cruz","Capsicum annuum"
"119",6031,61,3.4,0.0557377049180328,2016-10-17,"Control","Santa Cruz","Solanum lycopersicum"
"120",6032,58,3.342,0.0576206896551724,2016-10-17,"Control","Santa Cruz","Solanum lycopersicum"
"121",6033,69,3.647,0.0528550724637681,2016-11-08,"Control","Santa Cruz","Solanum lycopersicum"
"122",6034,63,3.271,0.0519206349206349,2016-10-17,"Control","Santa Cruz","Solanum lycopersicum"
"123",6035,57,3.083,0.0540877192982456,2016-11-08,"Control","Santa Cruz","Solanum lycopersicum"
"124",6036,10,0.534,0.0534,2016-09-22,"Control","Santa Cruz","Capsicum annuum"
"125",6037,12,0.722,0.0601666666666667,2016-09-20,"Control","Santa Cruz","Capsicum annuum"
"126",6038,27,1.747,0.0647037037037037,2016-09-22,"Control","Santa Cruz","Capsicum annuum"
"127",6039,30,1.877,0.0625666666666667,2016-11-08,"Control","Santa Cruz","Capsicum annuum"
"128",6040,2,0.101,0.0505,2016-09-20,"Control","Santa Cruz","Solanum lycopersicum"
"129",6041,1,0.069,0.069,2016-09-20,"Control","Santa Cruz","Solanum lycopersicum"
"130",6042,5,0.28,0.056,2016-09-20,"Control","Santa Cruz","Solanum lycopersicum"
"131",6069,22,2.405,0.109318181818182,2017-10-13,"Groasis","Santa Cruz","Capsicum annuum"
"132",6070,27,2.706,0.100222222222222,2017-09-22,"Groasis","Santa Cruz","Capsicum annuum"
"133",6071,8,0.701,0.087625,2017-10-13,"Groasis","Santa Cruz","Capsicum annuum"
"134",6072,20,1.9846,0.09923,2017-09-22,"Groasis","Santa Cruz","Capsicum annuum"
"135",6073,10,1.112,0.1112,2017-08-18,"Groasis","Santa Cruz","Capsicum annuum"
"136",6074,44,3.903,0.0887045454545455,2017-10-13,"Groasis","Santa Cruz","Capsicum annuum"
"137",6075,32,3.539,0.11059375,2017-10-13,"Groasis","Santa Cruz","Capsicum annuum"
"138",6076,16,1.699,0.1061875,2017-10-13,"Groasis","Santa Cruz","Capsicum annuum"
"139",6077,38,4.059,0.106815789473684,2017-09-22,"Groasis","Santa Cruz","Capsicum annuum"
"140",6078,2,0.16,0.08,2017-05-24,"Groasis","Santa Cruz","Capsicum annuum"
"141",6079,9,1.631,0.181222222222222,2017-09-22,"Groasis","Santa Cruz","Capsicum annuum"
"142",6080,23,2.169,0.094304347826087,2017-10-13,"Groasis","Santa Cruz","Capsicum annuum"
"143",6081,9,0.814,0.0904444444444444,2017-09-22,"Groasis","Santa Cruz","Capsicum annuum"
"144",6082,47,4.892,0.104085106382979,2017-10-13,"Groasis","Santa Cruz","Capsicum annuum"
"145",6086,61,6.8756,0.112714754098361,2017-10-13,"Control","Santa Cruz","Capsicum annuum"
"146",6088,43,4.876,0.113395348837209,2017-09-22,"Control","Santa Cruz","Capsicum annuum"
"147",6089,33,3.733,0.113121212121212,2017-10-13,"Control","Santa Cruz","Capsicum annuum"
"148",6090,38,4.173,0.109815789473684,2017-10-13,"Control","Santa Cruz","Capsicum annuum"
"149",6090,38,4.173,0.109815789473684,2017-10-13,"Groasis","Santa Cruz","Capsicum annuum"
"150",6091,28,3.087,0.11025,2017-10-13,"Control","Santa Cruz","Capsicum annuum"
"151",6092,45,4.584,0.101866666666667,2017-09-22,"Control","Santa Cruz","Capsicum annuum"
"152",6093,28,2.824,0.100857142857143,2017-09-22,"Control","Santa Cruz","Capsicum annuum"
"153",6094,38,4.699,0.123657894736842,2017-09-22,"Control","Santa Cruz","Capsicum annuum"
"154",6095,32,3.272,0.10225,2017-09-22,"Control","Santa Cruz","Capsicum annuum"
"155",6096,40,4.147,0.103675,2017-09-22,"Control","Santa Cruz","Capsicum annuum"
"156",6097,45,4.365,0.097,2017-09-22,"Control","Santa Cruz","Capsicum annuum"
"157",6098,34,4.233,0.1245,2017-10-13,"Control","Santa Cruz","Capsicum annuum"
"158",6099,34,3.968,0.116705882352941,2017-10-13,"Control","Santa Cruz","Capsicum annuum"
"159",6100,49,5.219,0.106510204081633,2017-10-13,"Control","Santa Cruz","Capsicum annuum"
"160",6101,44,5.02,0.114090909090909,2017-10-13,"Control","Santa Cruz","Capsicum annuum"
"161",6103,37,4.186,0.113135135135135,2017-09-22,"Control","Santa Cruz","Capsicum annuum"
"162",6104,48,5.935,0.123645833333333,2017-10-13,"Control","Santa Cruz","Capsicum annuum"
"163",6109,6,0.747,0.1245,2017-07-07,"Groasis","Santa Cruz","Capsicum annuum"
"164",6110,6,0.614,0.102333333333333,2017-06-16,"Groasis","Santa Cruz","Capsicum annuum"
"165",6111,6,0.816,0.136,2017-07-07,"Groasis","Santa Cruz","Capsicum annuum"
"166",6115,6,0.585,0.0975,2017-05-24,"Groasis","Santa Cruz","Capsicum annuum"
"167",6116,5,0.492,0.0984,2017-06-16,"Groasis","Santa Cruz","Capsicum annuum"
"168",6136,10,1.108,0.1108,2017-06-16,"Control","Santa Cruz","Capsicum annuum"
"169",6141,3,0.29,0.0966666666666667,2017-05-24,"Control","Santa Cruz","Capsicum annuum"
"170",7070,35,5.065,0.144714285714286,2018-12-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"171",7071,19,3.674,0.193368421052632,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"172",7072,28,3.965,0.141607142857143,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"173",7073,27,3.743,0.13862962962963,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"174",7074,26,3.592,0.138153846153846,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"175",7075,11,1.411,0.128272727272727,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"176",7076,29,4.966,0.171241379310345,2018-12-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"177",7077,14,2.008,0.143428571428571,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"178",7078,12,2.666,0.222166666666667,2018-12-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"179",7079,17,2.709,0.159352941176471,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"180",7080,13,2.412,0.185538461538462,2018-01-29,"Groasis","Santa Cruz","Solanum lycopersicum"
"181",7081,18,3.445,0.191388888888889,2018-02-15,"Groasis","Santa Cruz","Solanum lycopersicum"
"182",7082,15,3.096,0.2064,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"183",7083,27,3.773,0.139740740740741,2018-12-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"184",7084,19,3.37,0.177368421052632,2018-12-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"185",7085,17,2.84,0.167058823529412,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"186",7086,20,3.403,0.17015,2018-12-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"187",7087,22,3.424,0.155636363636364,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"188",7088,30,5.162,0.172066666666667,2018-12-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"189",7089,16,2.987,0.1866875,2018-02-15,"Groasis","Santa Cruz","Solanum lycopersicum"
"190",7090,24,3.531,0.147125,2018-12-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"191",7091,17,3.227,0.189823529411765,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"192",7092,17,3.231,0.190058823529412,2018-12-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"193",7093,23,4.035,0.175434782608696,2018-09-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"194",7093,23,4.035,0.175434782608696,2018-09-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"195",7094,20,3.671,0.18355,2018-02-15,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"196",7095,16,2.393,0.1495625,2018-12-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"197",7096,27,4.714,0.174592592592593,2018-09-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"198",7097,23,4.218,0.183391304347826,2018-12-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"199",7097,23,4.218,0.183391304347826,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"200",7098,23,3.696,0.160695652173913,2018-12-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"201",7099,27,3.996,0.148,2018-09-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"202",7100,19,3.352,0.176421052631579,2018-12-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"203",7101,29,4.503,0.155275862068966,2018-12-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"204",7102,21,1.952,0.092952380952381,2018-12-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"205",7103,33,3.187,0.0965757575757576,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"206",7103,33,3.187,0.0965757575757576,2018-12-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"207",7104,36,3.942,0.1095,2018-09-02,"Control","Santa Cruz","Solanum lycopersicum"
"208",7105,29,3.718,0.128206896551724,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"209",7106,26,2.767,0.106423076923077,2018-09-02,"Control","Santa Cruz","Solanum lycopersicum"
"210",7107,21,2.142,0.102,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"211",7108,20,2.282,0.1141,2018-09-02,"Control","Santa Cruz","Solanum lycopersicum"
"212",7109,22,3.624,0.164727272727273,2018-09-02,"Control","Santa Cruz","Solanum lycopersicum"
"213",7110,21,2.493,0.118714285714286,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"214",7111,32,3.786,0.1183125,2018-09-02,"Control","Santa Cruz","Solanum lycopersicum"
"215",7112,31,4.078,0.131548387096774,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"216",7113,31,3.115,0.100483870967742,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"217",7114,22,2.348,0.106727272727273,2018-09-02,"Control","Santa Cruz","Solanum lycopersicum"
"218",7114,22,2.348,0.106727272727273,2018-09-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"219",7115,22,1.769,0.0804090909090909,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"220",7116,15,1.645,0.109666666666667,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"221",7117,24,1.986,0.08275,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"222",7118,24,2.463,0.102625,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"223",7118,24,2.463,0.102625,2018-12-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"224",7119,28,2.002,0.0715,2018-12-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"225",7119,28,2.002,0.0715,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"226",7120,21,1.917,0.0912857142857143,2018-09-02,"Control","Santa Cruz","Solanum lycopersicum"
"227",7120,21,1.917,0.0912857142857143,2018-09-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"228",7121,19,1.765,0.0928947368421053,2018-12-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"229",7121,19,1.765,0.0928947368421053,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"230",7122,41,5.429,0.132414634146341,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"231",7122,41,5.429,0.132414634146341,2018-12-02,"Hidrogel","Santa Cruz","Solanum lycopersicum"
"232",7123,24,2.299,0.0957916666666667,2018-12-02,"Control","Santa Cruz","Solanum lycopersicum"
"233",7173,1,0.095,0.095,2018-02-15,"Control","Santa Cruz","Solanum lycopersicum"
"234",7197,33,3.316,0.100484848484848,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"235",7197,33,3.316,0.100484848484848,2018-09-03,"Hidrogel","Santa Cruz","Capsicum annuum"
"236",7198,17,1.678,0.0987058823529412,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"237",7199,17,1.645,0.0967647058823529,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"238",7200,11,0.959,0.0871818181818182,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"239",7201,24,2.263,0.0942916666666667,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"240",7202,5,0.524,0.1048,2018-12-02,"Groasis","Santa Cruz","Solanum lycopersicum"
"241",7203,17,1.474,0.0867058823529412,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"242",7204,18,1.372,0.0762222222222222,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"243",7205,15,1.391,0.0927333333333333,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"244",7206,34,2.824,0.0830588235294118,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"245",7207,16,1.266,0.079125,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"246",7208,10,0.82,0.082,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"247",7209,36,3.403,0.0945277777777778,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"248",7210,5,0.452,0.0904,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
"249",7211,31,2.877,0.0928064516129032,2018-09-03,"Groasis","Santa Cruz","Capsicum annuum"
