,CODIGO,Frutos,Productividad,IFW,date,Treatment,Island,Species
709,12777,2,0.179,0.0895,01/07/2021,Growboxx,Santa Cruz,Solanum lycopersicum
710,12779,1,0.128,0.128,24/06/2021,control,Santa Cruz,Solanum lycopersicum
711,12780,2,0.256,0.128,01/07/2021,control,Santa Cruz,Solanum lycopersicum
712,12781,2,0.276,0.138,14/06/2021,control,Santa Cruz,Solanum lycopersicum
713,12783,2,0.211,0.1055,13/07/2021,control,Santa Cruz,Solanum lycopersicum
716,12787,4,0.394,0.0985,01/07/2021,Growboxx,Santa Cruz,Solanum lycopersicum
717,12789,2,0.178,0.089,01/07/2021,Growboxx,Santa Cruz,Solanum lycopersicum
718,12790,2,0.219,0.1095,14/06/2021,Growboxx,Santa Cruz,Solanum lycopersicum
719,12791,2,0.224,0.112,14/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
720,12792,2,0.204,0.102,14/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
721,12794,8,0.96,0.12,01/07/2021,hidrogel,Santa Cruz,Solanum lycopersicum
722,12795,1,0.14,0.14,01/07/2021,hidrogel,Santa Cruz,Solanum lycopersicum
723,12798,7,0.792,0.113142857,13/07/2021,control,Santa Cruz,Solanum lycopersicum
724,12799,2,0.195,0.0975,14/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
725,12800,3,0.514,0.171333333,14/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
726,12801,5,0.58,0.116,24/06/2021,control,Santa Cruz,Solanum lycopersicum
727,12802,2,0.277,0.1385,24/06/2021,control,Santa Cruz,Solanum lycopersicum
728,12803,2,0.064,0.032,14/06/2021,Growboxx,Santa Cruz,Solanum lycopersicum
729,12805,9,0.784,0.087111111,24/06/2021,Growboxx,Santa Cruz,Solanum lycopersicum
734,12812,7,0.943,0.134714286,14/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
735,12813,9,0.545,0.060555556,24/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
739,12821,2,0.07,0.035,14/06/2021,Growboxx,Santa Cruz,Solanum lycopersicum
740,12823,1,0.136,0.136,24/06/2021,control,Santa Cruz,Solanum lycopersicum
741,12824,23,2.48,0.107826087,31/05/2021,control,Santa Cruz,Solanum lycopersicum
742,12825,2,0.4,0.2,31/05/2021,control,Santa Cruz,Solanum lycopersicum
743,12826,5,0.56,0.112,31/05/2021,control,Santa Cruz,Solanum lycopersicum
744,12827,4,0.34,0.085,24/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
745,12828,8,1.115,0.139375,14/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
746,12829,2,0.36,0.18,31/05/2021,hidrogel,Santa Cruz,Solanum lycopersicum
747,12830,10,1.241,0.1241,24/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
748,12831,4,0.514,0.1285,14/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
749,12832,2,0.133,0.0665,24/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
750,12834,2,0.182,0.091,24/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
755,12839,1,0.141,0.141,24/06/2021,Growboxx,Santa Cruz,Solanum lycopersicum
756,12842,2,0.176,0.088,14/06/2021,Growboxx,Santa Cruz,Solanum lycopersicum
757,12844,10,1.449,0.1449,24/06/2021,control,Santa Cruz,Solanum lycopersicum
758,12845,8,0.648,0.081,24/06/2021,control,Santa Cruz,Solanum lycopersicum
759,12846,1,0.042,0.042,24/06/2021,control,Santa Cruz,Solanum lycopersicum
760,12847,3,0.186,0.062,24/06/2021,Growboxx,Santa Cruz,Solanum lycopersicum
761,12849,7,0.75,0.107142857,24/06/2021,Growboxx,Santa Cruz,Solanum lycopersicum
762,12851,3,0.17,0.056666667,24/06/2021,control,Santa Cruz,Solanum lycopersicum
763,12852,9,0.683,0.075888889,14/06/2021,control,Santa Cruz,Solanum lycopersicum
764,12854,2,0.06,0.03,31/05/2021,control,Santa Cruz,Solanum lycopersicum
765,12855,2,0.4,0.2,31/05/2021,hidrogel,Santa Cruz,Solanum lycopersicum
766,12856,5,0.374,0.0748,24/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
767,12858,1,0.128,0.128,24/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
773,12871,1,0.12,0.12,31/05/2021,control,Santa Cruz,Capsicum annuum
774,12872,2,0.3,0.15,31/05/2021,control,Santa Cruz,Capsicum annuum
775,12873,3,0.37,0.123333333,31/05/2021,control,Santa Cruz,Capsicum annuum
776,12878,2,0.17,0.085,31/05/2021,hidrogel,Santa Cruz,Capsicum annuum
777,12887,3,0.25,0.083333333,31/05/2021,hidrogel,Santa Cruz,Capsicum annuum
782,12895,2,0.076,0.038,14/06/2021,hidrogel,Santa Cruz,Capsicum annuum
783,12906,1,0.08,0.08,31/05/2021,Growboxx,Santa Cruz,Capsicum annuum
784,12910,1,0.12,0.12,31/05/2021,control,Santa Cruz,Capsicum annuum
786,12919,1,0.09,0.09,31/05/2021,hidrogel,Santa Cruz,Capsicum annuum
787,12920,1,0.15,0.15,31/05/2021,hidrogel,Santa Cruz,Capsicum annuum
788,12922,1,0.1,0.1,09/06/2021,hidrogel,Santa Cruz,Capsicum annuum
789,12923,1,0.05,0.05,09/06/2021,control,Santa Cruz,Capsicum annuum
791,12932,6,0.237,0.0395,13/07/2021,hidrogel,Santa Cruz,Solanum lycopersicum
792,12933,1,0.109,0.109,02/07/2021,hidrogel,Santa Cruz,Solanum lycopersicum
793,12934,1,0.054,0.054,24/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
794,12935,2,0.193,0.0965,24/06/2021,control,Santa Cruz,Solanum lycopersicum
795,12936,6,0.452,0.075333333,13/07/2021,control,Santa Cruz,Solanum lycopersicum
796,12940,2,0.164,0.082,02/07/2021,control,Santa Cruz,Solanum lycopersicum
797,12941,6,0.617,0.102833333,13/07/2021,control,Santa Cruz,Solanum lycopersicum
798,12942,1,0.14,0.14,09/06/2021,control,Santa Cruz,Solanum lycopersicum
799,12944,5,0.376,0.0752,02/07/2021,Growboxx,Santa Cruz,Solanum lycopersicum
800,12946,6,0.48,0.08,02/07/2021,Growboxx,Santa Cruz,Solanum lycopersicum
805,12955,6,0.2705,0.045083333,24/06/2021,control,Santa Cruz,Solanum lycopersicum
806,12956,3,0.205,0.068333333,24/06/2021,control,Santa Cruz,Solanum lycopersicum
807,12957,1,0.03,0.03,02/07/2021,control,Santa Cruz,Solanum lycopersicum
808,12958,4,0.146,0.0365,02/07/2021,control,Santa Cruz,Solanum lycopersicum
809,12962,1,0.046,0.046,24/06/2021,Growboxx,Santa Cruz,Solanum lycopersicum
811,12970,2,0.16,0.08,09/06/2021,hidrogel,Santa Cruz,Solanum lycopersicum
812,12972,8,0.793,0.099125,13/07/2021,control,Santa Cruz,Solanum lycopersicum
813,12973,5,0.316,0.0632,13/07/2021,hidrogel,Santa Cruz,Solanum lycopersicum
815,13101,NA,NA,NA,14/09/2021,Growboxx,NA,Solanum Lycopersicum
817,13103,NA,NA,NA,14/09/2021,Growboxx,NA,Solanum Lycopersicum
828,13109,NA,NA,NA,14/09/2021,hidrogel,NA,Solanum Lycopersicum
830,13109,NA,NA,NA,14/09/2021,Hidrogel,NA,Solanum Lycopersicum
831,13113,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
833,13115,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
835,13116,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
837,13118,NA,NA,NA,14/09/2021,hidrogel,NA,Solanum Lycopersicum
839,13118,NA,NA,NA,14/09/2021,Hidrogel,NA,Solanum Lycopersicum
841,13119,NA,NA,NA,14/09/2021,Hidrogel,NA,Solanum Lycopersicum
842,13120,NA,NA,NA,14/09/2021,hidrogel,NA,Solanum Lycopersicum
844,13120,NA,NA,NA,14/09/2021,Hidrogel,NA,Solanum Lycopersicum
845,13121,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
848,13124,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
849,13125,NA,NA,NA,14/09/2021,Growboxx,NA,Solanum Lycopersicum
852,13126,NA,NA,NA,14/09/2021,Growboxx,NA,Solanum Lycopersicum
853,13127,NA,NA,NA,14/09/2021,Growboxx,NA,Solanum Lycopersicum
855,13128,NA,NA,NA,14/09/2021,Growboxx,NA,Solanum Lycopersicum
879,13138,NA,NA,NA,14/09/2021,hidrogel,NA,Solanum Lycopersicum
881,13138,NA,NA,NA,14/09/2021,Hidrogel,NA,Solanum Lycopersicum
882,13139,NA,NA,NA,14/09/2021,hidrogel,NA,Solanum Lycopersicum
884,13139,NA,NA,NA,14/09/2021,Hidrogel,NA,Solanum Lycopersicum
885,13141,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
887,13142,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
889,13143,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
892,13144,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
894,13146,NA,NA,NA,14/09/2021,Growboxx,NA,Solanum Lycopersicum
896,13149,NA,NA,NA,14/09/2021,Growboxx,NA,Solanum Lycopersicum
898,13150,NA,NA,NA,14/09/2021,Growboxx,NA,Solanum Lycopersicum
900,13151,NA,NA,NA,14/09/2021,Growboxx,NA,Solanum Lycopersicum
902,13152,NA,NA,NA,14/09/2021,Growboxx,NA,Solanum Lycopersicum
912,13158,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
914,13159,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
916,13160,NA,NA,NA,14/09/2021,control,NA,Solanum Lycopersicum
918,13161,NA,NA,NA,14/09/2021,Hidrogel,NA,Solanum Lycopersicum
920,13162,NA,NA,NA,14/09/2021,Hidrogel,NA,Solanum Lycopersicum
922,13163,NA,NA,NA,14/09/2021,Hidrogel,NA,Solanum Lycopersicum
924,13164,NA,NA,NA,14/09/2021,Hidrogel,NA,Solanum Lycopersicum
926,13313,3,0.156,0.052,13/07/2021,hidrogel,Cristobal,Solanum lycopersicum
927,13316,4,0.433,0.10825,13/07/2021,Growboxx,Cristobal,Solanum lycopersicum
930,13325,1,0.074,0.074,13/07/2021,control,Cristobal,Solanum lycopersicum
931,13326,1,0.057,0.057,13/07/2021,control,Cristobal,Solanum lycopersicum
932,13332,2,0.146,0.073,13/07/2021,hidrogel,Cristobal,Solanum lycopersicum
933,13344,3,0.221,0.073666667,13/07/2021,control,Cristobal,Solanum lycopersicum
934,13347,1,0.152,0.152,13/07/2021,control,Cristobal,Solanum lycopersicum
935,13380,4,0.417,0.10425,13/07/2021,control,Cristobal,Capsicum annuum
936,13381,2,0.154,0.077,13/07/2021,control,Cristobal,Capsicum annuum
937,13382,1,0.121,0.121,13/07/2021,control,Cristobal,Capsicum annuum
938,13383,3,0.35,0.116666667,13/07/2021,control,Cristobal,Capsicum annuum
939,13384,2,0.228,0.114,13/07/2021,control,Cristobal,Solanum lycopersicum
940,13387,1,0.082,0.082,13/07/2021,control,Cristobal,Solanum lycopersicum
941,13389,1,0.105,0.105,13/07/2021,hidrogel,Cristobal,Capsicum annuum
942,13390,4,0.377,0.09425,13/07/2021,hidrogel,Cristobal,Capsicum annuum
943,13394,2,0.221,0.1105,13/07/2021,hidrogel,Cristobal,Capsicum annuum
944,13400,1,0.069,0.069,13/07/2021,Growboxx,Cristobal,Capsicum annuum
945,13404,3,0.228,0.076,13/07/2021,hidrogel,Cristobal,Capsicum annuum
946,13408,1,0.103,0.103,13/07/2021,control,Cristobal,Capsicum annuum
947,13411,1,0.091,0.091,13/07/2021,hidrogel,Cristobal,Capsicum annuum
948,13413,1,0.108,0.108,13/07/2021,control,Cristobal,Capsicum annuum
949,13417,3,0.255,0.085,13/07/2021,control,Cristobal,Capsicum annuum
952,13532,1,0.103,0.103,14/07/2021,hidrogel,Cristobal,Solanum lycopersicum
954,13543,2,0.225,0.1125,14/07/2021,control,Cristobal,Solanum lycopersicum
955,13563,15,0.779,0.051933333,14/07/2021,control,Cristobal,Solanum lycopersicum
958,13592,2,0.228,0.114,14/07/2021,Growboxx,Cristobal,Capsicum annuum
959,13593,1,0.042,0.042,14/07/2021,Growboxx,Cristobal,Capsicum annuum
960,13595,1,0.053,0.053,14/07/2021,Growboxx,Cristobal,Capsicum annuum
961,13954,3,0.193,0.064333333,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
962,13955,3,0.119,0.039666667,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
963,13956,3,0.158,0.052666667,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
964,13957,3,0.19,0.063333333,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
965,13958,3,0.134,0.044666667,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
966,13958,3,0.134,0.044666667,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
967,13959,3,0.183,0.061,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
968,13959,3,0.183,0.061,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
969,13960,3,0.175,0.058333333,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
970,13960,3,0.175,0.058333333,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
971,13961,3,0.137,0.045666667,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
972,13961,3,0.137,0.045666667,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
973,13962,3,0.158,0.052666667,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
974,13962,3,0.158,0.052666667,01/10/2021,control,Floreana,Solanum Lycopersicum
975,13963,3,0.187,0.062333333,01/10/2021,control,Floreana,Solanum Lycopersicum
976,13964,3,0.156,0.052,01/10/2021,control,Floreana,Solanum Lycopersicum
977,13965,3,0.258,0.086,01/10/2021,control,Floreana,Solanum Lycopersicum
986,13970,3,0.219,0.073,01/10/2021,control,Floreana,Solanum Lycopersicum
987,13971,3,0.252,0.084,01/10/2021,control,Floreana,Solanum Lycopersicum
988,13972,2,0.16,0.08,14/09/2021,control,Floreana,Solanum Lycopersicum
993,13978,3,0.176,0.058666667,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
994,13978,3,0.176,0.058666667,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
995,13979,3,0.126,0.042,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
996,13979,3,0.126,0.042,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
997,13980,3,0.146,0.048666667,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
998,13980,3,0.146,0.048666667,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
999,13981,3,0.223,0.074333333,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
1000,13981,3,0.223,0.074333333,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
1001,13982,3,0.167,0.055666667,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1002,13983,3,0.248,0.082666667,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1003,13984,3,0.225,0.075,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1004,13985,3,0.144,0.048,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1011,13990,3,0.24,0.08,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
1012,13990,3,0.24,0.08,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
1013,13991,3,0.222,0.074,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
1014,13991,3,0.222,0.074,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
1015,13992,3,0.207,0.069,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
1016,13992,3,0.207,0.069,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
1017,13993,3,0.255,0.085,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
1018,13993,3,0.255,0.085,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
1019,13994,3,0.167,0.055666667,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1020,13995,3,0.218,0.072666667,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1021,13996,3,0.174,0.058,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1022,13997,3,0.188,0.062666667,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1023,13998,3,0.235,0.078333333,01/10/2021,control,Floreana,Solanum Lycopersicum
1024,13999,3,0.268,0.089333333,01/10/2021,control,Floreana,Solanum Lycopersicum
1025,14000,3,0.219,0.073,01/10/2021,control,Floreana,Solanum Lycopersicum
1026,14001,3,0.238,0.079333333,01/10/2021,control,Floreana,Solanum Lycopersicum
1027,14002,3,0.253,0.084333333,01/10/2021,control,Floreana,Solanum Lycopersicum
1028,14003,3,0.247,0.082333333,01/10/2021,control,Floreana,Solanum Lycopersicum
1029,14004,3,0.316,0.105333333,01/10/2021,control,Floreana,Solanum Lycopersicum
1030,14005,3,0.283,0.094333333,01/10/2021,control,Floreana,Solanum Lycopersicum
1031,14006,3,0.225,0.075,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1032,14007,3,0.231,0.077,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1033,14008,3,0.303,0.101,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1034,14009,3,0.246,0.082,01/10/2021,Growboxx,Floreana,Solanum Lycopersicum
1035,14010,3,0.176,0.058666667,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
1036,14010,3,0.176,0.058666667,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
1037,14012,3,0.247,0.082333333,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
1038,14012,3,0.247,0.082333333,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
1039,14013,3,0.271,0.090333333,01/10/2021,hidrogel,Floreana,Solanum Lycopersicum
1040,14013,3,0.271,0.090333333,01/10/2021,Hidrogel,Floreana,Solanum Lycopersicum
